Date	FinalDate	Value
2020-08-03	2020-08-03	93.34
2020-08-03	2020-09-09	98
2020-08-03	2020-10-08	103.350312989045
2020-08-03	2020-11-10	107.60663507109
2020-08-03	2020-12-08	106
2020-08-03	2021-01-11	102.396550910591
2020-08-03	2021-02-08	126.5
2020-08-03	2021-03-08	126.5
2020-08-03	2021-04-09	126.5
2020-08-03	2021-05-10	123.516483516484
2020-08-03	2021-06-09	123.516483516484
2020-08-03	2021-07-08	123.516483516484
2020-08-03	2021-08-09	160.70652173913
2020-08-03	2021-09-09	160.70652173913
2020-08-03	2021-10-08	160.70652173913
2020-08-03	2021-11-09	160.70652173913
2020-08-03	2021-12-08	160.70652173913
2020-08-03	2022-01-10	160.70652173913
2020-08-04	2020-08-04	93.34
2020-08-04	2020-09-09	95.6666666666667
2020-08-04	2020-10-08	99.5909090909091
2020-08-04	2020-11-10	103.4
2020-08-04	2020-12-08	101
2020-08-04	2021-01-11	91.75
2020-08-05	2020-08-05	93.34
2020-08-05	2020-09-09	94.9016393442623
2020-08-05	2020-10-08	94.2164948453608
2020-08-05	2020-11-10	99.1771604938271
2020-08-05	2020-12-08	98.4147727272727
2020-08-05	2021-01-11	91
2020-08-05	2021-02-08	123
2020-08-05	2021-03-08	123
2020-08-05	2021-04-09	123
2020-08-05	2021-05-10	144.9
2020-08-05	2021-06-09	144.9
2020-08-05	2021-07-08	144.9
2020-08-05	2021-08-09	144.9
2020-08-05	2021-09-09	144.9
2020-08-05	2021-10-08	144.9
2020-08-05	2021-11-09	144.9
2020-08-05	2021-12-08	144.9
2020-08-05	2022-01-10	144.9
2020-08-05	2022-02-08	153
2020-08-05	2022-03-09	153
2020-08-05	2022-04-08	153
2020-08-05	2022-05-09	153
2020-08-05	2022-06-08	153
2020-08-05	2022-07-08	153
2020-08-05	2022-08-08	153
2020-08-05	2022-09-09	153
2020-08-05	2022-10-10	153
2020-08-05	2022-11-09	153
2020-08-05	2022-12-08	153
2020-08-05	2023-01-09	153
2020-08-06	2020-08-06	93.34
2020-08-06	2020-09-09	94.1313868613138
2020-08-06	2020-10-08	90.9155349794239
2020-08-06	2020-11-10	98.5873015873016
2020-08-06	2020-12-08	95.75
2020-08-06	2021-01-11	87.0895647721455
2020-08-06	2021-02-08	120.8125
2020-08-06	2021-03-08	120.8125
2020-08-06	2021-04-09	120.8125
2020-08-06	2021-05-10	123.174450549451
2020-08-06	2021-06-09	123.174450549451
2020-08-06	2021-07-08	123.174450549451
2020-08-07	2020-08-07	93.34
2020-08-07	2020-09-09	94
2020-08-07	2020-10-08	84.5483333333333
2020-08-07	2020-11-10	92.7129213483146
2020-08-07	2020-12-08	92.830625
2020-08-07	2021-01-11	84.5
2020-08-07	2021-02-08	120
2020-08-07	2021-03-08	120
2020-08-07	2021-04-09	120
2020-08-07	2021-05-10	144.45974025974
2020-08-07	2021-06-09	144.45974025974
2020-08-07	2021-07-08	144.45974025974
2020-08-07	2021-08-09	144.45974025974
2020-08-07	2021-09-09	144.45974025974
2020-08-07	2021-10-08	144.45974025974
2020-08-07	2021-11-09	144.45974025974
2020-08-07	2021-12-08	144.45974025974
2020-08-07	2022-01-10	144.45974025974
2020-08-10	2020-08-10	103.53
2020-08-10	2020-09-09	90.5
2020-08-10	2020-10-08	76.6908094435076
2020-08-10	2020-11-10	85.790036900369
2020-08-10	2020-12-08	85.7974358974359
2020-08-10	2021-01-11	80.7
2020-08-10	2021-02-08	117
2020-08-10	2021-03-08	117
2020-08-10	2021-04-09	117
2020-08-10	2021-05-10	140.810617283951
2020-08-10	2021-06-09	140.810617283951
2020-08-10	2021-07-08	140.810617283951
2020-08-10	2021-08-09	140.810617283951
2020-08-10	2021-09-09	140.810617283951
2020-08-10	2021-10-08	140.810617283951
2020-08-10	2021-11-09	140.810617283951
2020-08-10	2021-12-08	140.810617283951
2020-08-10	2022-01-10	140.810617283951
2020-08-11	2020-08-11	103.53
2020-08-11	2020-09-09	90.804
2020-08-11	2020-10-08	79.7142857142857
2020-08-11	2020-11-10	89.02
2020-08-11	2020-12-08	88.7222222222222
2020-08-11	2021-01-11	82.5
2020-08-11	2021-02-08	116.804347826087
2020-08-11	2021-03-08	116.804347826087
2020-08-11	2021-04-09	116.804347826087
2020-08-11	2021-05-10	105.259436215958
2020-08-11	2021-06-09	105.259436215958
2020-08-11	2021-07-08	105.259436215958
2020-08-12	2020-08-12	103.53
2020-08-12	2020-09-09	90
2020-08-12	2020-10-08	77.950184501845
2020-08-12	2020-11-10	87.1395683453237
2020-08-12	2020-12-08	86.5923913043478
2020-08-12	2021-01-11	81.6540669856459
2020-08-12	2021-02-08	114.457142857143
2020-08-12	2021-03-08	114.457142857143
2020-08-12	2021-04-09	114.457142857143
2020-08-12	2021-05-10	107
2020-08-12	2021-06-09	107
2020-08-12	2021-07-08	107
2020-08-12	2021-08-09	154.928571428571
2020-08-12	2021-09-09	154.928571428571
2020-08-12	2021-10-08	154.928571428571
2020-08-12	2021-11-09	154.928571428571
2020-08-12	2021-12-08	154.928571428571
2020-08-12	2022-01-10	154.928571428571
2020-08-13	2020-08-13	103.53
2020-08-13	2020-09-09	89.625
2020-08-13	2020-10-08	76.7518628912072
2020-08-13	2020-11-10	85.7565836298932
2020-08-13	2020-12-08	87.25
2020-08-13	2021-01-11	83.3566666666667
2020-08-13	2021-02-08	116.857142857143
2020-08-13	2021-03-08	116.857142857143
2020-08-13	2021-04-09	116.857142857143
2020-08-13	2021-05-10	105
2020-08-13	2021-06-09	105
2020-08-13	2021-07-08	105
2020-08-13	2021-08-09	150
2020-08-13	2021-09-09	150
2020-08-13	2021-10-08	150
2020-08-13	2021-11-09	150
2020-08-13	2021-12-08	150
2020-08-13	2022-01-10	150
2020-08-14	2020-08-14	103.53
2020-08-14	2020-09-09	87.9052380952381
2020-08-14	2020-10-08	76.8190697674419
2020-08-14	2020-11-10	88.9152542372882
2020-08-14	2020-12-08	89.0057746478873
2020-08-14	2021-01-11	82
2020-08-14	2021-05-10	104
2020-08-14	2021-06-09	104
2020-08-14	2021-07-08	104
2020-08-14	2022-02-08	150
2020-08-14	2022-03-09	150
2020-08-14	2022-04-08	150
2020-08-14	2022-05-09	150
2020-08-14	2022-06-08	150
2020-08-14	2022-07-08	150
2020-08-14	2022-08-08	150
2020-08-14	2022-09-09	150
2020-08-14	2022-10-10	150
2020-08-14	2022-11-09	150
2020-08-14	2022-12-08	150
2020-08-14	2023-01-09	150
2020-08-17	2020-08-17	94.51
2020-08-17	2020-09-09	85.1875
2020-08-17	2020-10-08	68.8369387755102
2020-08-17	2020-11-10	82.9018867924528
2020-08-17	2020-12-08	84.4171130952381
2020-08-17	2021-01-11	80.0714285714286
2020-08-17	2021-02-08	113.501
2020-08-17	2021-03-08	113.501
2020-08-17	2021-04-09	113.501
2020-08-18	2020-08-18	94.51
2020-08-18	2020-09-09	85.2176470588235
2020-08-18	2020-10-08	65.4787912087912
2020-08-18	2020-11-10	80.9291759465479
2020-08-18	2020-12-08	82.5176470588235
2020-08-18	2021-01-11	78.8195488721804
2020-08-18	2021-02-08	111.841666666667
2020-08-18	2021-03-08	111.841666666667
2020-08-18	2021-04-09	111.841666666667
2020-08-18	2021-05-10	101.5
2020-08-18	2021-06-09	101.5
2020-08-18	2021-07-08	101.5
2020-08-18	2021-08-09	150.75
2020-08-18	2021-09-09	150.75
2020-08-18	2021-10-08	150.75
2020-08-18	2021-11-09	150.75
2020-08-18	2021-12-08	150.75
2020-08-18	2022-01-10	150.75
2020-08-19	2020-08-19	94.51
2020-08-19	2020-09-09	84.7826086956522
2020-08-19	2020-10-08	69.2359550561798
2020-08-19	2020-11-10	83.1938775510204
2020-08-19	2020-12-08	85.574693755602
2020-08-19	2021-01-11	79
2020-08-19	2021-02-08	112
2020-08-19	2021-03-08	112
2020-08-19	2021-04-09	112
2020-08-19	2021-05-10	103.049450549451
2020-08-19	2021-06-09	103.049450549451
2020-08-19	2021-07-08	103.049450549451
2020-08-19	2021-08-09	149.733333333333
2020-08-19	2021-09-09	149.733333333333
2020-08-19	2021-10-08	149.733333333333
2020-08-19	2021-11-09	149.733333333333
2020-08-19	2021-12-08	149.733333333333
2020-08-19	2022-01-10	149.733333333333
2020-08-20	2020-08-20	94.51
2020-08-20	2020-10-08	74.860916001537
2020-08-20	2020-11-10	89.2455497382199
2020-08-20	2020-12-08	88.7795986038395
2020-08-20	2021-01-11	86
2020-08-20	2021-02-08	114.999363057325
2020-08-20	2021-03-08	114.999363057325
2020-08-20	2021-04-09	114.999363057325
2020-08-20	2021-05-10	103.5
2020-08-20	2021-06-09	103.5
2020-08-20	2021-07-08	103.5
2020-08-21	2020-08-21	94.51
2020-08-21	2020-10-08	74.3224899598394
2020-08-21	2020-11-10	87.9544180893548
2020-08-21	2020-12-08	87.2
2020-08-21	2021-01-11	81.5519117647059
2020-08-21	2021-02-08	117.735
2020-08-21	2021-03-08	117.735
2020-08-21	2021-04-09	117.735
2020-08-21	2021-05-10	101.624725274725
2020-08-21	2021-06-09	101.624725274725
2020-08-21	2021-07-08	101.624725274725
2020-08-21	2021-08-09	154
2020-08-21	2021-09-09	154
2020-08-21	2021-10-08	154
2020-08-21	2021-11-09	154
2020-08-21	2021-12-08	154
2020-08-21	2022-01-10	154
2020-08-24	2020-08-24	58.7
2020-08-24	2020-09-09	86
2020-08-24	2020-10-08	74.9905405405406
2020-08-24	2020-11-10	93.1008771929825
2020-08-24	2020-12-08	94
2020-08-24	2021-01-11	80.3076923076923
2020-08-24	2021-08-09	154
2020-08-24	2021-09-09	154
2020-08-24	2021-10-08	154
2020-08-24	2021-11-09	154
2020-08-24	2021-12-08	154
2020-08-24	2022-01-10	154
2020-08-25	2020-08-25	58.7
2020-08-25	2020-10-08	72.9417582417582
2020-08-25	2020-11-10	88.4242307692308
2020-08-25	2020-12-08	86.9
2020-08-25	2021-02-08	116
2020-08-25	2021-03-08	116
2020-08-25	2021-04-09	116
2020-08-25	2022-02-08	150
2020-08-25	2022-03-09	150
2020-08-25	2022-04-08	150
2020-08-25	2022-05-09	150
2020-08-25	2022-06-08	150
2020-08-25	2022-07-08	150
2020-08-25	2022-08-08	150
2020-08-25	2022-09-09	150
2020-08-25	2022-10-10	150
2020-08-25	2022-11-09	150
2020-08-25	2022-12-08	150
2020-08-25	2023-01-09	150
2020-08-26	2020-08-26	58.7
2020-08-26	2020-10-08	73.2631578947368
2020-08-26	2020-11-10	90.3333333333333
2020-08-26	2020-12-08	90
2020-08-26	2021-02-08	114.029411764706
2020-08-26	2021-03-08	114.029411764706
2020-08-26	2021-04-09	114.029411764706
2020-08-27	2020-08-27	58.7
2020-08-27	2020-10-08	76.0454545454545
2020-08-27	2020-11-10	91.8764705882353
2020-08-27	2020-12-08	91.774
2020-08-28	2020-08-28	58.7
2020-08-28	2020-10-08	80.695652173913
2020-08-28	2020-11-10	96.2647058823529
2020-08-28	2020-12-08	95
2020-08-28	2021-01-11	84.7505405405405
2020-08-31	2020-08-31	67.26
2020-08-31	2020-10-08	83.4581447963801
2020-08-31	2020-11-10	102.728971962617
2020-08-31	2020-12-08	102.553769230769
2020-08-31	2021-01-11	88.5
2020-08-31	2021-02-08	120.272727272727
2020-08-31	2021-03-08	120.272727272727
2020-08-31	2021-04-09	120.272727272727
2020-08-31	2021-05-10	109.785214785215
2020-08-31	2021-06-09	109.785214785215
2020-08-31	2021-07-08	109.785214785215
2020-08-31	2021-08-09	157.99
2020-08-31	2021-09-09	157.99
2020-08-31	2021-10-08	157.99
2020-08-31	2021-11-09	157.99
2020-08-31	2021-12-08	157.99
2020-08-31	2022-01-10	157.99
2020-09-01	2020-09-01	67.17
2020-09-01	2020-10-08	80.1190476190476
2020-09-01	2020-11-10	99.65
2020-09-01	2020-12-08	98.9774390243903
2020-09-01	2021-01-11	83
2020-09-01	2021-02-08	117.503289473684
2020-09-01	2021-03-08	117.503289473684
2020-09-01	2021-04-09	117.503289473684
2020-09-02	2020-09-02	67.17
2020-09-02	2020-10-08	83.492828685259
2020-09-02	2020-11-10	102.895825426945
2020-09-02	2020-12-08	101.214940617577
2020-09-02	2021-01-11	83.59
2020-09-03	2020-09-03	67.17
2020-09-03	2020-10-08	81.8094444444445
2020-09-03	2020-11-10	98.7952272727273
2020-09-03	2020-12-08	95.0032894736842
2020-09-03	2021-02-08	116
2020-09-03	2021-03-08	116
2020-09-03	2021-04-09	116
2020-09-03	2021-05-10	134.581818181818
2020-09-03	2021-06-09	134.581818181818
2020-09-03	2021-07-08	134.581818181818
2020-09-03	2021-08-09	134.581818181818
2020-09-03	2021-09-09	134.581818181818
2020-09-03	2021-10-08	134.581818181818
2020-09-03	2021-11-09	134.581818181818
2020-09-03	2021-12-08	134.581818181818
2020-09-03	2022-01-10	134.581818181818
2020-09-04	2020-09-04	67.17
2020-09-04	2020-10-08	82
2020-09-04	2020-11-10	97.5154394299287
2020-09-04	2020-12-08	92.5626491646778
2020-09-04	2021-01-11	80
2020-09-04	2021-02-08	116.571428571429
2020-09-04	2021-03-08	116.571428571429
2020-09-04	2021-04-09	116.571428571429
2020-09-04	2021-05-10	106.484301412873
2020-09-04	2021-06-09	106.484301412873
2020-09-04	2021-07-08	106.484301412873
2020-09-04	2021-08-09	150.222222222222
2020-09-04	2021-09-09	150.222222222222
2020-09-04	2021-10-08	150.222222222222
2020-09-04	2021-11-09	150.222222222222
2020-09-04	2021-12-08	150.222222222222
2020-09-04	2022-01-10	150.222222222222
2020-09-08	2020-09-08	76.82
2020-09-08	2020-10-08	84.1653846153846
2020-09-08	2020-11-10	100.878359683794
2020-09-08	2020-12-08	95.3076923076923
2020-09-08	2021-01-11	81.9933333333333
2020-09-08	2021-02-08	118
2020-09-08	2021-03-08	118
2020-09-08	2021-04-09	118
2020-09-09	2020-09-09	76.82
2020-09-09	2020-10-08	85.7142857142857
2020-09-09	2020-11-10	111.142857142857
2020-09-09	2020-12-08	103.692745098039
2020-09-09	2021-01-11	86.5882352941177
2020-09-09	2021-02-08	119.772727272727
2020-09-09	2021-03-08	119.772727272727
2020-09-09	2021-04-09	119.772727272727
2020-09-10	2020-09-10	76.82
2020-09-10	2020-10-08	87.75
2020-09-10	2020-11-10	114.161764705882
2020-09-10	2020-12-08	105.739759036145
2020-09-10	2021-01-11	85.2294117647059
2020-09-10	2021-02-08	120.5
2020-09-10	2021-03-08	120.5
2020-09-10	2021-04-09	120.5
2020-09-10	2021-05-10	108.901098901099
2020-09-10	2021-06-09	108.901098901099
2020-09-10	2021-07-08	108.901098901099
2020-09-10	2021-08-09	155
2020-09-10	2021-09-09	155
2020-09-10	2021-10-08	155
2020-09-10	2021-11-09	155
2020-09-10	2021-12-08	155
2020-09-10	2022-01-10	155
2020-09-11	2020-09-11	76.82
2020-09-11	2020-10-08	88
2020-09-11	2020-11-10	110.440313111546
2020-09-11	2020-12-08	100.160289855072
2020-09-11	2021-01-11	82.5
2020-09-11	2021-02-08	118.875
2020-09-11	2021-03-08	118.875
2020-09-11	2021-04-09	118.875
2020-09-11	2021-05-10	226.55
2020-09-11	2021-06-09	226.55
2020-09-11	2021-07-08	226.55
2020-09-11	2021-08-09	226.55
2020-09-11	2021-09-09	226.55
2020-09-11	2021-10-08	226.55
2020-09-11	2021-11-09	226.55
2020-09-11	2021-12-08	226.55
2020-09-11	2022-01-10	226.55
2020-09-14	2020-09-14	89.42
2020-09-14	2020-10-08	88.5
2020-09-14	2020-11-10	118.376363636364
2020-09-14	2020-12-08	111.155696202532
2020-09-14	2021-01-11	88.5971074380165
2020-09-14	2021-02-08	122.559078947368
2020-09-14	2021-03-08	122.559078947368
2020-09-14	2021-04-09	122.559078947368
2020-09-14	2021-05-10	110.507504337767
2020-09-14	2021-06-09	110.507504337767
2020-09-14	2021-07-08	110.507504337767
2020-09-14	2021-08-09	155.4
2020-09-14	2021-09-09	155.4
2020-09-14	2021-10-08	155.4
2020-09-14	2021-11-09	155.4
2020-09-14	2021-12-08	155.4
2020-09-14	2022-01-10	155.4
2020-09-15	2020-09-15	89.42
2020-09-15	2020-10-08	89.5
2020-09-15	2020-11-10	114.896660482375
2020-09-15	2020-12-08	108.762376237624
2020-09-15	2021-01-11	86.7857142857143
2020-09-15	2021-02-08	121.2
2020-09-15	2021-03-08	121.2
2020-09-15	2021-04-09	121.2
2020-09-15	2021-05-10	118.21978021978
2020-09-15	2021-06-09	118.21978021978
2020-09-15	2021-07-08	118.21978021978
2020-09-15	2021-08-09	156
2020-09-15	2021-09-09	156
2020-09-15	2021-10-08	156
2020-09-15	2021-11-09	156
2020-09-15	2021-12-08	156
2020-09-15	2022-01-10	156
2020-09-16	2020-09-16	89.42
2020-09-16	2020-10-08	89.25
2020-09-16	2020-11-10	111.933636363636
2020-09-16	2020-12-08	105.023367697595
2020-09-16	2021-01-11	85
2020-09-16	2021-02-08	120.3
2020-09-16	2021-03-08	120.3
2020-09-16	2021-04-09	120.3
2020-09-16	2022-02-08	151
2020-09-16	2022-03-09	151
2020-09-16	2022-04-08	151
2020-09-16	2022-05-09	151
2020-09-16	2022-06-08	151
2020-09-16	2022-07-08	151
2020-09-16	2022-08-08	151
2020-09-16	2022-09-09	151
2020-09-16	2022-10-10	151
2020-09-16	2022-11-09	151
2020-09-16	2022-12-08	151
2020-09-16	2023-01-09	151
2020-09-17	2020-09-17	89.42
2020-09-17	2020-10-08	89.82
2020-09-17	2020-11-10	116.304190751445
2020-09-17	2020-12-08	107.401481481481
2020-09-17	2021-01-11	86.258064516129
2020-09-17	2021-02-08	122.384615384615
2020-09-17	2021-03-08	122.384615384615
2020-09-17	2021-04-09	122.384615384615
2020-09-17	2021-08-09	160
2020-09-17	2021-09-09	160
2020-09-17	2021-10-08	160
2020-09-17	2021-11-09	160
2020-09-17	2021-12-08	160
2020-09-17	2022-01-10	160
2020-09-18	2020-09-18	89.42
2020-09-18	2020-10-08	91.2514285714286
2020-09-18	2020-11-10	120
2020-09-18	2020-12-08	106.777777777778
2020-09-18	2021-01-11	88.15
2020-09-18	2021-02-08	118
2020-09-18	2021-03-08	137.856437125748
2020-09-18	2021-04-09	137.856437125748
2020-09-18	2021-05-10	137.856437125748
2020-09-18	2021-06-09	137.856437125748
2020-09-18	2021-07-08	137.856437125748
2020-09-18	2021-08-09	137.856437125748
2020-09-18	2021-09-09	137.856437125748
2020-09-18	2021-10-08	137.856437125748
2020-09-18	2021-11-09	137.856437125748
2020-09-18	2021-12-08	137.856437125748
2020-09-18	2022-01-10	137.856437125748
2020-09-21	2020-09-21	106.21
2020-09-21	2020-10-08	96.9977272727273
2020-09-21	2020-11-10	151.189514218009
2020-09-21	2020-12-08	139.899406047516
2020-09-21	2021-01-11	107.995605306799
2020-09-21	2021-02-08	140.030303030303
2020-09-21	2021-03-08	140.030303030303
2020-09-21	2021-04-09	140.030303030303
2020-09-21	2021-05-10	108.404248529249
2020-09-21	2021-06-09	108.404248529249
2020-09-21	2021-07-08	108.404248529249
2020-09-21	2021-08-09	165.777777777778
2020-09-21	2021-09-09	165.777777777778
2020-09-21	2021-10-08	165.777777777778
2020-09-21	2021-11-09	165.777777777778
2020-09-21	2021-12-08	165.777777777778
2020-09-21	2022-01-10	165.777777777778
2020-09-21	2022-02-08	155
2020-09-21	2022-03-09	155
2020-09-21	2022-04-08	155
2020-09-21	2022-05-09	155
2020-09-21	2022-06-08	155
2020-09-21	2022-07-08	155
2020-09-21	2022-08-08	155
2020-09-21	2022-09-09	155
2020-09-21	2022-10-10	155
2020-09-21	2022-11-09	155
2020-09-21	2022-12-08	155
2020-09-21	2023-01-09	155
2020-09-22	2020-09-22	106.21
2020-09-22	2020-10-08	98.15
2020-09-22	2020-11-10	165.627741935484
2020-09-22	2020-12-08	157.343525179856
2020-09-22	2021-01-11	119.019230769231
2020-09-22	2021-02-08	145
2020-09-22	2021-03-08	145
2020-09-22	2021-04-09	145
2020-09-23	2020-09-23	106.21
2020-09-23	2020-11-10	180.132290184922
2020-09-23	2020-12-08	173.087956621005
2020-09-23	2021-01-11	127.384978540773
2020-09-23	2021-02-08	147.305555555556
2020-09-23	2021-03-08	147.305555555556
2020-09-23	2021-04-09	147.305555555556
2020-09-23	2021-05-10	123.5
2020-09-23	2021-06-09	123.5
2020-09-23	2021-07-08	123.5
2020-09-23	2021-08-09	167
2020-09-23	2021-09-09	167
2020-09-23	2021-10-08	167
2020-09-23	2021-11-09	167
2020-09-23	2021-12-08	167
2020-09-23	2022-01-10	167
2020-09-24	2020-09-24	106.21
2020-09-24	2020-10-08	97.3916666666667
2020-09-24	2020-11-10	186.881355932203
2020-09-24	2020-12-08	187.293103448276
2020-09-24	2021-01-11	134.490529801324
2020-09-24	2021-02-08	159.466666666667
2020-09-24	2021-03-08	159.466666666667
2020-09-24	2021-04-09	159.466666666667
2020-09-24	2021-05-10	126.714285714286
2020-09-24	2021-06-09	126.714285714286
2020-09-24	2021-07-08	126.714285714286
2020-09-24	2021-08-09	166.804347826087
2020-09-24	2021-09-09	166.804347826087
2020-09-24	2021-10-08	166.804347826087
2020-09-24	2021-11-09	166.804347826087
2020-09-24	2021-12-08	166.804347826087
2020-09-24	2022-01-10	166.804347826087
2020-09-25	2020-09-25	106.21
2020-09-25	2020-11-10	191.137632338787
2020-09-25	2020-12-08	188.089044162129
2020-09-25	2021-01-11	133.988678192973
2020-09-25	2021-02-08	154.357336448598
2020-09-25	2021-03-08	154.357336448598
2020-09-25	2021-04-09	154.357336448598
2020-09-25	2021-05-10	126.95
2020-09-25	2021-06-09	126.95
2020-09-25	2021-07-08	126.95
2020-09-25	2021-08-09	171.166666666667
2020-09-25	2021-09-09	171.166666666667
2020-09-25	2021-10-08	171.166666666667
2020-09-25	2021-11-09	171.166666666667
2020-09-25	2021-12-08	171.166666666667
2020-09-25	2022-01-10	171.166666666667
2020-09-28	2020-09-28	173.79
2020-09-28	2020-11-10	215.127992633518
2020-09-28	2020-12-08	211.474599542334
2020-09-28	2021-01-11	148.702631578947
2020-09-28	2021-02-08	162.978723404255
2020-09-28	2021-03-08	162.978723404255
2020-09-28	2021-04-09	162.978723404255
2020-09-28	2021-05-10	125
2020-09-28	2021-06-09	125
2020-09-28	2021-07-08	125
2020-09-28	2021-08-09	174
2020-09-28	2021-09-09	174
2020-09-28	2021-10-08	174
2020-09-28	2021-11-09	174
2020-09-28	2021-12-08	174
2020-09-28	2022-01-10	174
2020-09-29	2020-09-29	173.79
2020-09-29	2020-11-10	216.304761904762
2020-09-29	2020-12-08	193.044678217822
2020-09-29	2021-01-11	131.471638655462
2020-09-29	2021-02-08	149
2020-09-29	2021-03-08	149
2020-09-29	2021-04-09	149
2020-09-29	2021-08-09	169
2020-09-29	2021-09-09	169
2020-09-29	2021-10-08	169
2020-09-29	2021-11-09	169
2020-09-29	2021-12-08	169
2020-09-29	2022-01-10	169
2020-09-30	2020-09-30	173.79
2020-09-30	2020-11-10	223.644444444444
2020-09-30	2020-12-08	209.45405904059
2020-09-30	2021-01-11	142.6630831643
2020-09-30	2021-02-08	153
2020-09-30	2021-03-08	153
2020-09-30	2021-04-09	153
2020-09-30	2021-05-10	121
2020-09-30	2021-06-09	121
2020-09-30	2021-07-08	121
2020-09-30	2021-08-09	170
2020-09-30	2021-09-09	170
2020-09-30	2021-10-08	170
2020-09-30	2021-11-09	170
2020-09-30	2021-12-08	170
2020-09-30	2022-01-10	170
2020-09-30	2022-02-08	154.5
2020-09-30	2022-03-09	154.5
2020-09-30	2022-04-08	154.5
2020-09-30	2022-05-09	154.5
2020-09-30	2022-06-08	154.5
2020-09-30	2022-07-08	154.5
2020-09-30	2022-08-08	154.5
2020-09-30	2022-09-09	154.5
2020-09-30	2022-10-10	154.5
2020-09-30	2022-11-09	154.5
2020-09-30	2022-12-08	154.5
2020-09-30	2023-01-09	154.5
2020-09-30	2023-02-08	150
2020-09-30	2023-03-08	150
2020-09-30	2023-04-11	150
2020-09-30	2023-05-09	150
2020-09-30	2023-06-09	150
2020-09-30	2023-07-10	150
2020-09-30	2023-08-08	150
2020-09-30	2023-09-11	150
2020-09-30	2023-10-09	150
2020-09-30	2023-11-09	150
2020-09-30	2023-12-08	150
2020-09-30	2024-01-09	150
2020-10-01	2020-10-01	173.79
2020-10-01	2020-11-10	245.331784582893
2020-10-01	2020-12-08	235.101913875598
2020-10-01	2021-01-11	153.606827309237
2020-10-01	2021-02-08	160.53056768559
2020-10-01	2021-03-08	160.53056768559
2020-10-01	2021-04-09	160.53056768559
2020-10-01	2021-08-09	174
2020-10-01	2021-09-09	174
2020-10-01	2021-10-08	174
2020-10-01	2021-11-09	174
2020-10-01	2021-12-08	174
2020-10-01	2022-01-10	174
2020-10-02	2020-10-02	173.79
2020-10-02	2020-11-10	255.72972972973
2020-10-02	2020-12-08	244.808688172043
2020-10-02	2021-01-11	155.539198606272
2020-10-02	2021-02-08	166.711111111111
2020-10-02	2021-03-08	166.711111111111
2020-10-02	2021-04-09	166.711111111111
2020-10-02	2021-05-10	129.494505494505
2020-10-02	2021-06-09	129.494505494505
2020-10-02	2021-07-08	129.494505494505
2020-10-02	2021-08-09	173.714285714286
2020-10-02	2021-09-09	173.714285714286
2020-10-02	2021-10-08	173.714285714286
2020-10-02	2021-11-09	173.714285714286
2020-10-02	2021-12-08	173.714285714286
2020-10-02	2022-01-10	173.714285714286
2020-10-02	2022-02-08	160
2020-10-02	2022-03-09	160
2020-10-02	2022-04-08	160
2020-10-02	2022-05-09	160
2020-10-02	2022-06-08	160
2020-10-02	2022-07-08	160
2020-10-02	2022-08-08	160
2020-10-02	2022-09-09	160
2020-10-02	2022-10-10	160
2020-10-02	2022-11-09	160
2020-10-02	2022-12-08	160
2020-10-02	2023-01-09	160
2020-10-05	2020-10-05	263.48
2020-10-05	2020-11-10	266.630434782609
2020-10-05	2020-12-08	279.923048780488
2020-10-05	2021-01-11	184.039067164179
2020-10-05	2021-02-08	185
2020-10-05	2021-03-08	179.480117340287
2020-10-05	2021-04-09	179.480117340287
2020-10-05	2021-05-10	139
2020-10-05	2021-06-09	139
2020-10-05	2021-07-08	139
2020-10-05	2021-08-09	181.6
2020-10-05	2021-09-09	181.6
2020-10-05	2021-10-08	181.6
2020-10-05	2021-11-09	181.6
2020-10-05	2021-12-08	181.6
2020-10-05	2022-01-10	181.6
2020-10-06	2020-10-06	263.48
2020-10-06	2020-11-10	271.141428571429
2020-10-06	2020-12-08	299.374165554072
2020-10-06	2021-01-11	201.522653061225
2020-10-06	2021-02-08	200
2020-10-06	2021-03-08	200
2020-10-06	2021-04-09	199.989704873027
2020-10-06	2021-05-10	149.630081272994
2020-10-06	2021-06-09	149.630081272994
2020-10-06	2021-07-08	149.630081272994
2020-10-06	2021-08-09	193
2020-10-06	2021-09-09	193
2020-10-06	2021-10-08	193
2020-10-06	2021-11-09	193
2020-10-06	2021-12-08	193
2020-10-06	2022-01-10	193
2020-10-06	2022-02-08	169
2020-10-06	2022-03-09	169
2020-10-06	2022-04-08	169
2020-10-06	2022-05-09	169
2020-10-06	2022-06-08	169
2020-10-06	2022-07-08	169
2020-10-06	2022-08-08	169
2020-10-06	2022-09-09	169
2020-10-06	2022-10-10	169
2020-10-06	2022-11-09	169
2020-10-06	2022-12-08	169
2020-10-06	2023-01-09	169
2020-10-06	2023-02-08	159
2020-10-06	2023-03-08	159
2020-10-06	2023-04-11	159
2020-10-06	2023-05-09	159
2020-10-06	2023-06-09	159
2020-10-06	2023-07-10	159
2020-10-06	2023-08-08	159
2020-10-06	2023-09-11	159
2020-10-06	2023-10-09	159
2020-10-06	2023-11-09	159
2020-10-06	2023-12-08	159
2020-10-06	2024-01-09	159
2020-10-07	2020-10-07	263.48
2020-10-07	2020-11-10	273.833333333333
2020-10-07	2020-12-08	316.166149068323
2020-10-07	2021-01-11	215.190459363958
