Date	FinalDate	Value
2018-06-18	2018-10-08	339.860465116279
2018-06-18	2018-11-09	290.0625
2018-06-18	2018-12-10	243.16875
2018-06-18	2019-01-09	237.042032954282
2018-06-19	2018-06-19	477.771130952381
2018-06-19	2018-07-09	415
2018-06-19	2018-08-08	415.402644230769
2018-06-19	2018-09-11	393
2018-06-19	2018-10-08	345.888888888889
2018-06-19	2018-11-09	292.2
2018-06-19	2018-12-10	252
2018-06-19	2019-01-09	231
2018-06-20	2018-06-20	477.771130952381
2018-06-20	2018-08-08	423.764662576687
2018-06-20	2018-09-11	396
2018-06-20	2018-10-08	347.437262357414
2018-06-20	2018-11-09	293.181818181818
2018-06-20	2018-12-10	177
2018-06-20	2019-01-09	150
2018-06-20	2019-02-08	220.2
2018-06-20	2019-03-12	220.2
2018-06-20	2019-04-08	220.2
2018-06-20	2019-05-09	220.2
2018-06-20	2019-06-10	220.2
2018-06-20	2019-07-08	220.2
2018-06-20	2019-08-08	220.2
2018-06-20	2019-09-09	220.2
2018-06-20	2019-10-08	220.2
2018-06-20	2019-11-08	220.2
2018-06-20	2019-12-09	220.2
2018-06-20	2020-01-09	220.2
2018-06-21	2018-06-21	477.771130952381
2018-06-21	2018-07-09	409.063636363636
2018-06-21	2018-08-08	425.738805970149
2018-06-21	2018-09-11	398.387411764706
2018-06-21	2018-10-08	354.464285714286
2018-06-21	2018-11-09	304.052631578947
2018-06-21	2018-12-10	245.738425846036
2018-06-21	2019-01-09	245.738425846036
2018-06-22	2018-06-22	477.771130952381
2018-06-22	2018-07-09	417
2018-06-22	2018-08-08	400.242291579388
2018-06-22	2018-09-11	397.521428571429
2018-06-22	2018-10-08	354.857142857143
2018-06-22	2018-11-09	307.374193548387
2018-06-22	2018-12-10	256.352619047619
2018-06-22	2019-01-09	233.75
2018-06-25	2018-06-25	505.18
2018-06-25	2018-08-08	429.5
2018-06-25	2018-09-11	401
2018-06-25	2018-10-08	362.517985611511
2018-06-25	2018-11-09	324.607407407407
2018-06-25	2018-12-10	266.15
2018-06-25	2019-01-09	223.940979689367
2018-06-26	2018-06-26	505.18
2018-06-26	2018-08-08	435.333333333333
2018-06-26	2018-09-11	407.489655172414
2018-06-26	2018-10-08	370.05
2018-06-26	2018-12-10	274.533333333333
2018-06-27	2018-06-27	505.18
2018-06-27	2018-08-08	434.636363636364
2018-06-27	2018-09-11	399.854838709677
2018-06-27	2018-10-08	357.470588235294
2018-06-27	2018-11-09	331.5
2018-06-27	2018-12-10	262.5
2018-06-27	2019-01-09	252.101776781094
2018-06-28	2018-06-28	505.18
2018-06-28	2018-08-08	435
2018-06-28	2018-09-11	401.692307692308
2018-06-28	2018-10-08	366
2018-06-28	2018-11-09	327
2018-06-28	2018-12-10	244.44131147541
2018-06-28	2019-01-09	244.44131147541
2018-06-29	2018-06-29	505.18
2018-06-29	2018-08-08	437.483074935401
2018-06-29	2018-09-11	402.766990291262
2018-06-29	2018-10-08	278.881845911796
2018-06-29	2018-11-09	328
2018-06-29	2018-12-10	278.881845911796
2018-06-29	2019-01-09	278.881845911796
2018-07-02	2018-07-02	505.18
2018-07-02	2018-08-08	445.525
2018-07-02	2018-09-11	406.833333333333
2018-07-02	2018-10-08	350
2018-07-02	2018-11-09	322
2018-07-02	2018-12-10	250.330563835072
2018-07-02	2019-01-09	250.330563835072
2018-07-02	2019-02-08	219
2018-07-02	2019-03-12	219
2018-07-02	2019-04-08	219
2018-07-02	2019-05-09	219
2018-07-02	2019-06-10	219
2018-07-02	2019-07-08	219
2018-07-02	2019-08-08	219
2018-07-02	2019-09-09	219
2018-07-02	2019-10-08	219
2018-07-02	2019-11-08	219
2018-07-02	2019-12-09	219
2018-07-02	2020-01-09	219
2018-07-03	2018-07-03	505.18
2018-07-03	2018-08-08	457.375
2018-07-03	2018-09-11	425.125786163522
2018-07-03	2018-10-08	366.163065995857
2018-07-03	2018-11-09	330
2018-07-03	2018-12-10	246.1164797239
2018-07-03	2019-01-09	246.1164797239
2018-07-04	2018-07-04	505.18
2018-07-04	2018-08-08	461
2018-07-04	2018-09-11	435.655172413793
2018-07-04	2018-10-08	366.909090909091
2018-07-04	2018-11-09	327.25
2018-07-04	2018-12-10	265
2018-07-04	2019-01-09	215.806451612903
2018-07-05	2018-07-05	505.18
2018-07-05	2018-08-08	471.442307692308
2018-07-05	2018-09-11	439.773846153846
2018-07-05	2018-10-08	362.444444444444
2018-07-05	2018-11-09	305.290322580645
2018-07-05	2018-12-10	240
2018-07-05	2019-01-09	240
2018-07-06	2018-07-06	505.18
2018-07-06	2018-08-08	471.259842519685
2018-07-06	2018-09-11	437.058176100629
2018-07-06	2018-10-08	352.371459694989
2018-07-06	2019-01-09	226
2018-07-09	2018-07-09	505.18
2018-07-09	2018-09-11	443
2018-07-09	2018-11-09	270
2018-07-09	2018-12-10	270
2018-07-09	2019-01-09	270
2018-07-10	2018-07-10	505.18
2018-07-10	2018-08-08	477
2018-07-10	2018-09-11	461.064215294431
2018-07-10	2018-10-08	375.5
2018-07-10	2018-11-09	337.25
2018-07-10	2018-12-10	270
2018-07-10	2019-01-09	226.709677419355
2018-07-11	2018-07-11	505.18
2018-07-11	2018-08-08	480
2018-07-11	2018-09-11	467
2018-07-11	2018-10-08	385.653846153846
2018-07-11	2018-11-09	343.25
2018-07-11	2018-12-10	268
2018-07-11	2019-01-09	232.055555555556
2018-07-11	2019-02-08	220
2018-07-11	2019-03-12	220
2018-07-11	2019-04-08	220
2018-07-11	2019-05-09	220
2018-07-11	2019-06-10	220
2018-07-11	2019-07-08	220
2018-07-11	2019-08-08	220
2018-07-11	2019-09-09	220
2018-07-11	2019-10-08	220
2018-07-11	2019-11-08	220
2018-07-11	2019-12-09	220
2018-07-11	2020-01-09	220
2018-07-12	2018-07-12	505.18
2018-07-12	2018-08-08	477.714285714286
2018-07-12	2018-09-11	452.416666666667
2018-07-12	2018-10-08	387.5
2018-07-12	2018-11-09	339.333333333333
2018-07-12	2018-12-10	268.5
2018-07-12	2019-01-09	230.545454545455
2018-07-12	2019-02-08	217
2018-07-12	2019-03-12	217
2018-07-12	2019-04-08	217
2018-07-12	2019-05-09	217
2018-07-12	2019-06-10	217
2018-07-12	2019-07-08	217
2018-07-12	2019-08-08	217
2018-07-12	2019-09-09	217
2018-07-12	2019-10-08	217
2018-07-12	2019-11-08	217
2018-07-12	2019-12-09	217
2018-07-12	2020-01-09	217
2018-07-13	2018-07-13	505.18
2018-07-13	2018-08-08	474
2018-07-13	2018-09-11	463.01
2018-07-13	2018-10-08	387.842105263158
2018-07-13	2018-11-09	343
2018-07-13	2018-12-10	272.467153284672
2018-07-13	2019-01-09	230
2018-07-16	2018-07-16	505.18
2018-07-16	2018-08-08	472
2018-07-16	2018-09-11	464.97619047619
2018-07-16	2018-10-08	389.277777777778
2018-07-16	2018-11-09	345.9
2018-07-16	2018-12-10	276.125
2018-07-16	2019-01-09	227.124193548387
2018-07-17	2018-07-17	505.18
2018-07-17	2018-09-11	467
2018-07-17	2018-10-08	399.568965517241
2018-07-17	2018-11-09	355.875
2018-07-17	2018-12-10	285.5625
2018-07-17	2019-01-09	233.112359550562
2018-07-17	2019-02-08	220
2018-07-17	2019-03-12	220
2018-07-17	2019-04-08	220
2018-07-17	2019-05-09	220
2018-07-17	2019-06-10	220
2018-07-17	2019-07-08	220
2018-07-17	2019-08-08	220
2018-07-17	2019-09-09	220
2018-07-17	2019-10-08	220
2018-07-17	2019-11-08	220
2018-07-17	2019-12-09	220
2018-07-17	2020-01-09	220
2018-07-18	2018-07-18	505.18
2018-07-18	2018-08-08	473.207317073171
2018-07-18	2018-09-11	467.818292682927
2018-07-18	2018-10-08	395.018181818182
2018-07-18	2018-11-09	350.9
2018-07-18	2018-12-10	289.318181818182
2018-07-18	2019-01-09	229.833333333333
2018-07-19	2018-07-19	505.18
2018-07-19	2018-08-08	474
2018-07-19	2018-09-11	467.166101694915
2018-07-19	2018-10-08	394.25
2018-07-19	2018-11-09	349
2018-07-19	2018-12-10	287.065934065934
2018-07-19	2019-01-09	228.666666666667
2018-07-19	2019-02-08	221
2018-07-19	2019-03-12	221
2018-07-19	2019-04-08	221
2018-07-19	2019-05-09	221
2018-07-19	2019-06-10	221
2018-07-19	2019-07-08	221
2018-07-19	2019-08-08	221
2018-07-19	2019-09-09	221
2018-07-19	2019-10-08	221
2018-07-19	2019-11-08	221
2018-07-19	2019-12-09	221
2018-07-19	2020-01-09	221
2018-07-19	2020-02-10	185
2018-07-19	2020-03-09	185
2018-07-19	2020-04-08	185
2018-07-19	2020-05-11	185
2018-07-19	2020-06-08	185
2018-07-19	2020-07-08	185
2018-07-19	2020-08-10	185
2018-07-19	2020-09-09	185
2018-07-19	2020-10-08	185
2018-07-19	2020-11-10	185
2018-07-19	2020-12-08	185
2018-07-19	2021-01-11	185
2018-07-20	2018-07-20	505.18
2018-07-20	2018-08-08	474.5
2018-07-20	2018-09-11	467.642857142857
2018-07-20	2018-10-08	404.503921568627
2018-07-20	2018-11-09	357.211538461538
2018-07-20	2018-12-10	294.910526315789
2018-07-20	2019-01-09	234.166666666667
2018-07-23	2018-07-23	505.18
2018-07-23	2018-08-08	396.153846153846
2018-07-23	2018-09-11	469.8125
2018-07-23	2018-10-08	415.073404255319
2018-07-23	2018-11-09	377.894538606403
2018-07-23	2018-12-10	316.981034482759
2018-07-23	2019-01-09	248.795454545455
2018-07-24	2018-07-24	505.18
2018-07-24	2018-09-11	469.0625
2018-07-24	2018-10-08	415.2
2018-07-24	2018-11-09	375.5
2018-07-24	2018-12-10	315
2018-07-24	2019-01-09	246.333333333333
2018-07-25	2018-07-25	505.18
2018-07-25	2018-08-08	453.571428571429
2018-07-25	2018-09-11	469.9
2018-07-25	2018-10-08	414.832012678288
2018-07-25	2018-11-09	370.111731843575
2018-07-25	2018-12-10	377.615388226207
2018-07-25	2019-01-09	242.5
2018-07-26	2018-07-26	505.18
2018-07-26	2018-09-11	473.884615384615
2018-07-26	2018-10-08	422.824104234528
2018-07-26	2018-11-09	376.400622665006
2018-07-26	2018-12-10	314.055555555556
2018-07-26	2019-01-09	246.676470588235
2018-07-27	2018-07-27	505.18
2018-07-27	2018-09-11	474
2018-07-27	2018-10-08	437.978991596639
2018-07-27	2018-11-09	387.737609329446
2018-07-27	2018-12-10	322.207142857143
2018-07-27	2019-01-09	250.34375
2018-07-30	2018-07-30	505.18
2018-07-30	2018-09-11	475
2018-07-30	2018-10-08	439.622585924714
2018-07-30	2018-11-09	388.831884057971
2018-07-30	2018-12-10	327.75
2018-07-30	2019-01-09	247.5
2018-07-30	2019-02-08	201
2018-07-30	2019-03-12	201
2018-07-30	2019-04-08	201
2018-07-31	2018-07-31	505.18
2018-07-31	2018-10-08	448.263087248322
2018-07-31	2018-11-09	397.967741935484
2018-07-31	2018-12-10	335.125008403361
2018-07-31	2019-01-09	253.25
2018-08-01	2018-08-01	505.18
2018-08-01	2018-09-11	481.692768991179
2018-08-01	2018-10-08	454.485294117647
2018-08-01	2018-11-09	400.047169811321
2018-08-01	2018-12-10	342.634920634921
2018-08-01	2019-01-09	264.76
2018-08-01	2019-02-08	202.25
2018-08-01	2019-03-12	198.817796610169
2018-08-01	2019-04-08	198.817796610169
2018-08-02	2018-08-02	505.18
2018-08-02	2018-10-08	456.383333333333
2018-08-02	2018-11-09	396.469194312796
2018-08-02	2018-12-10	340.801587301587
2018-08-02	2019-01-09	262.962264150943
2018-08-03	2018-08-03	505.18
2018-08-03	2018-09-11	496.663757771449
2018-08-03	2018-10-08	445.824074074074
2018-08-03	2018-11-09	378.69667738478
2018-08-03	2018-12-10	324.151515151515
2018-08-03	2019-01-09	250.050284948039
2018-08-03	2019-02-08	216.180555555556
2018-08-03	2019-03-12	216.180555555556
2018-08-03	2019-04-08	216.180555555556
2018-08-03	2019-05-09	221.25
2018-08-03	2019-06-10	221.25
2018-08-03	2019-07-08	221.25
2018-08-03	2019-08-08	221.25
2018-08-03	2019-09-09	221.25
2018-08-03	2019-10-08	221.25
2018-08-03	2019-11-08	221.25
2018-08-03	2019-12-09	221.25
2018-08-03	2020-01-09	221.25
2018-08-06	2018-08-06	505.18
2018-08-06	2018-09-11	482.818181818182
2018-08-06	2018-10-08	453.365384615385
2018-08-06	2018-11-09	387.086206896552
2018-08-06	2018-12-10	327.5
2018-08-06	2019-01-09	251.125
2018-08-06	2019-02-08	221
2018-08-06	2019-03-12	221
2018-08-06	2019-04-08	221
2018-08-06	2019-05-09	221
2018-08-06	2019-06-10	221
2018-08-06	2019-07-08	221
2018-08-06	2019-08-08	221
2018-08-06	2019-09-09	221
2018-08-06	2019-10-08	221
2018-08-06	2019-11-08	221
2018-08-06	2019-12-09	221
2018-08-06	2020-01-09	221
2018-08-07	2018-08-07	505.18
2018-08-07	2018-09-11	484.786666666667
2018-08-07	2018-10-08	456.225
2018-08-07	2018-11-09	388.346153846154
2018-08-07	2018-12-10	327.07874015748
2018-08-07	2019-01-09	253.15
2018-08-07	2019-02-08	220
2018-08-07	2019-03-12	220
2018-08-07	2019-04-08	220
2018-08-07	2019-05-09	220
2018-08-07	2019-06-10	220
2018-08-07	2019-07-08	220
2018-08-07	2019-08-08	220
2018-08-07	2019-09-09	220
2018-08-07	2019-10-08	220
2018-08-07	2019-11-08	220
2018-08-07	2019-12-09	220
2018-08-07	2020-01-09	220
2018-08-08	2018-08-08	505.18
2018-08-08	2018-09-11	505.18
2018-08-08	2018-10-08	459.384917517675
2018-08-08	2018-11-09	392.372307692308
2018-08-08	2018-12-10	335.3125
2018-08-08	2019-01-09	255.106384364821
2018-08-08	2019-02-08	197.5
2018-08-09	2018-08-09	505.18
2018-08-09	2018-10-08	465.492957746479
2018-08-09	2018-11-09	403.245360824742
2018-08-09	2018-12-10	345.995327102804
2018-08-09	2019-01-09	258.970149253731
2018-08-10	2018-08-10	505.18
2018-08-10	2018-09-11	485
2018-08-10	2018-10-08	466.220983213429
2018-08-10	2018-11-09	408.406620795107
2018-08-10	2018-12-10	351.363416111448
2018-08-10	2019-01-09	262.678800856531
2018-08-13	2018-08-13	505.18
2018-08-13	2018-10-08	467.853211009174
2018-08-13	2018-11-09	417.006653523903
2018-08-13	2018-12-10	369.2515625
2018-08-13	2019-01-09	270.856
2018-08-13	2019-02-08	203
2018-08-13	2019-03-12	203
2018-08-13	2019-04-08	203
2018-08-14	2018-08-14	505.18
2018-08-14	2018-10-08	469.273411764706
2018-08-14	2018-11-09	405.909060402684
2018-08-14	2018-12-10	358.595416666667
2018-08-14	2019-01-09	262.070983649105
2018-08-15	2018-08-15	505.18
2018-08-15	2018-10-08	465
2018-08-15	2018-11-09	398.7
2018-08-15	2018-12-10	348.135135135135
2018-08-15	2019-01-09	255.256756756757
2018-08-15	2019-02-08	206
2018-08-15	2019-03-12	206
2018-08-15	2019-04-08	206
2018-08-16	2018-08-16	505.18
2018-08-16	2018-10-08	459.623655913979
2018-08-16	2018-11-09	379.661316872428
2018-08-16	2018-12-10	326.7
2018-08-16	2019-01-09	248.227513227513
2018-08-16	2019-02-08	214
2018-08-16	2019-03-12	214
2018-08-16	2019-04-08	214
2018-08-16	2019-05-09	214
2018-08-16	2019-06-10	214
2018-08-16	2019-07-08	214
2018-08-16	2019-08-08	214
2018-08-16	2019-09-09	214
2018-08-16	2019-10-08	214
2018-08-16	2019-11-08	214
2018-08-16	2019-12-09	214
2018-08-16	2020-01-09	214
2018-08-17	2018-08-17	505.18
2018-08-17	2018-10-08	458.346153846154
2018-08-17	2018-11-09	377.795221843003
2018-08-17	2018-12-10	328.678642714571
2018-08-17	2019-01-09	249.006134969325
2018-08-17	2019-02-08	190
2018-08-17	2019-03-12	190
2018-08-17	2019-04-08	190
2018-08-17	2019-05-09	224.343181818182
2018-08-17	2019-06-10	224.343181818182
2018-08-17	2019-07-08	224.343181818182
2018-08-17	2019-08-08	224.343181818182
2018-08-17	2019-09-09	224.343181818182
2018-08-17	2019-10-08	224.343181818182
2018-08-17	2019-11-08	224.343181818182
2018-08-17	2019-12-09	224.343181818182
2018-08-17	2020-01-09	224.343181818182
2018-08-20	2018-08-20	505.18
2018-08-20	2018-09-11	484
2018-08-20	2018-10-08	460.740648379052
2018-08-20	2018-11-09	376.446564885496
2018-08-20	2018-12-10	324.393298059965
2018-08-20	2019-01-09	245.922413793103
2018-08-20	2019-02-08	186.228571428571
2018-08-20	2019-03-12	186.228571428571
2018-08-20	2019-04-08	186.228571428571
2018-08-21	2018-08-21	505.18
2018-08-21	2018-09-11	485
2018-08-21	2018-10-08	463.339285714286
2018-08-21	2018-11-09	379.058440111421
2018-08-21	2018-12-10	321.062162162162
2018-08-21	2019-01-09	242.310026385224
2018-08-21	2019-02-08	184
2018-08-21	2019-03-12	184
2018-08-21	2019-04-08	184
2018-08-21	2019-05-09	205.879120879121
2018-08-21	2019-06-10	205.879120879121
2018-08-21	2019-07-08	205.879120879121
2018-08-21	2019-08-08	235
2018-08-21	2019-09-09	235
2018-08-21	2019-10-08	235
2018-08-21	2019-11-08	235
2018-08-21	2019-12-09	235
2018-08-21	2020-01-09	235
2018-08-22	2018-08-22	505.18
2018-08-22	2018-10-08	466.375
2018-08-22	2018-11-09	375.770408163265
2018-08-22	2018-12-10	316.862542955326
2018-08-22	2019-01-09	238.666666666667
2018-08-22	2019-02-08	182.103448275862
2018-08-22	2019-03-12	182.103448275862
2018-08-22	2019-04-08	182.103448275862
2018-08-22	2019-05-09	206.760325881015
2018-08-22	2019-06-10	206.760325881015
2018-08-22	2019-07-08	206.760325881015
2018-08-22	2019-08-08	233.5
2018-08-22	2019-09-09	233.5
2018-08-22	2019-10-08	233.5
2018-08-22	2019-11-08	233.5
2018-08-22	2019-12-09	233.5
2018-08-22	2020-01-09	233.5
2018-08-23	2018-08-23	505.18
2018-08-23	2018-09-11	125.147942157953
2018-08-23	2018-10-08	464.413793103448
2018-08-23	2018-11-09	379.607331628303
2018-08-23	2018-12-10	318.515384615385
2018-08-23	2019-01-09	241.425925925926
2018-08-23	2019-02-08	182
2018-08-23	2019-03-12	182
2018-08-23	2019-04-08	182
2018-08-23	2019-05-09	205.890909090909
2018-08-23	2019-06-10	205.890909090909
2018-08-23	2019-07-08	205.890909090909
2018-08-23	2019-08-08	205.890909090909
2018-08-23	2019-09-09	205.890909090909
2018-08-23	2019-10-08	205.890909090909
2018-08-23	2019-11-08	205.890909090909
2018-08-23	2019-12-09	205.890909090909
2018-08-23	2020-01-09	205.890909090909
2018-08-24	2018-08-24	505.18
2018-08-24	2018-10-08	464.913533834586
2018-08-24	2018-11-09	384.912727272727
2018-08-24	2018-12-10	321.929922279793
2018-08-24	2019-01-09	242
2018-08-27	2018-08-27	505.18
2018-08-27	2018-09-11	505.18
2018-08-27	2018-10-08	463.857843137255
2018-08-27	2018-11-09	395.200759013283
2018-08-27	2018-12-10	340.81307106599
2018-08-27	2019-01-09	252.255111111111
2018-08-27	2019-02-08	186
2018-08-27	2019-03-12	186
2018-08-27	2019-04-08	186
2018-08-28	2018-08-28	505.18
2018-08-28	2018-10-08	466.708333333333
2018-08-28	2018-11-09	395.838968512486
2018-08-28	2018-12-10	338.672173913043
2018-08-28	2019-01-09	251.196334661355
2018-08-28	2019-02-08	181.5
2018-08-28	2019-03-12	181.5
2018-08-28	2019-04-08	181.5
2018-08-28	2019-05-09	198.406593406593
2018-08-28	2019-06-10	198.406593406593
2018-08-28	2019-07-08	198.406593406593
2018-08-29	2018-08-29	505.18
2018-08-29	2018-10-08	468.829113924051
2018-08-29	2018-11-09	410.934301521438
2018-08-29	2018-12-10	354.316844919786
2018-08-29	2019-01-09	259.281113801453
2018-08-29	2019-02-08	188
2018-08-29	2019-03-12	188
2018-08-29	2019-04-08	188
2018-08-30	2018-08-30	505.18
2018-08-30	2018-10-08	452.374093851133
2018-08-30	2018-11-09	395.41122840691
2018-08-30	2018-12-10	337.055555555556
2018-08-30	2019-01-09	246.052631578947
2018-08-30	2019-02-08	182
2018-08-30	2019-03-12	182
2018-08-30	2019-04-08	182
2018-08-31	2018-08-31	505.18
2018-08-31	2018-10-08	458.2698
2018-08-31	2018-11-09	394.977234927235
2018-08-31	2018-12-10	336.395061728395
2018-08-31	2019-01-09	246.303571428571
2018-08-31	2019-02-08	184
2018-08-31	2019-03-12	184
2018-08-31	2019-04-08	184
2018-09-03	2018-09-03	487.350119047619
2018-09-03	2018-10-08	452.669090909091
2018-09-03	2018-11-09	369.881188118812
2018-09-03	2018-12-10	319.807277628032
2018-09-03	2019-01-09	237
2018-09-03	2019-02-08	209.166666666667
2018-09-03	2019-03-12	209.166666666667
2018-09-03	2019-04-08	209.166666666667
2018-09-03	2019-05-09	209.166666666667
2018-09-03	2019-06-10	209.166666666667
2018-09-03	2019-07-08	209.166666666667
2018-09-04	2018-09-04	487.350119047619
2018-09-04	2018-10-08	457.900867507886
2018-09-04	2018-11-09	366.254124748491
2018-09-04	2018-12-10	313.012989840348
2018-09-04	2019-01-09	234.656862745098
2018-09-04	2019-02-08	180
2018-09-04	2019-03-12	180
2018-09-04	2019-04-08	180
2018-09-04	2019-05-09	219.818181818182
2018-09-04	2019-06-10	219.818181818182
2018-09-04	2019-07-08	219.818181818182
2018-09-04	2019-08-08	219.818181818182
2018-09-04	2019-09-09	219.818181818182
2018-09-04	2019-10-08	219.818181818182
2018-09-04	2019-11-08	219.818181818182
2018-09-04	2019-12-09	219.818181818182
2018-09-04	2020-01-09	219.818181818182
2018-09-05	2018-09-05	487.350119047619
2018-09-05	2018-10-08	433.870967741935
2018-09-05	2018-11-09	361.193693693694
2018-09-05	2018-12-10	305.993027522936
2018-09-05	2019-01-09	227.811658841941
2018-09-06	2018-09-06	487.350119047619
2018-09-06	2018-10-08	460.642405063291
2018-09-06	2018-11-09	363.235397039031
2018-09-06	2018-12-10	309.185593220339
2018-09-06	2019-01-09	234.844827586207
2018-09-06	2019-02-08	181.09375
2018-09-06	2019-03-12	181.09375
2018-09-06	2019-04-08	181.09375
2018-09-06	2019-05-09	196.819368131868
2018-09-06	2019-06-10	196.819368131868
2018-09-06	2019-07-08	196.819368131868
2018-09-06	2019-08-08	224.70652173913
2018-09-06	2019-09-09	224.70652173913
2018-09-06	2019-10-08	224.70652173913
2018-09-06	2019-11-08	224.70652173913
2018-09-06	2019-12-09	224.70652173913
2018-09-06	2020-01-09	224.70652173913
2018-09-10	2018-09-10	496.282619047619
2018-09-10	2018-10-08	458
2018-09-10	2018-11-09	339.551651121754
2018-09-10	2018-12-10	278.095843802345
2018-09-10	2019-01-09	216.831339511373
2018-09-10	2019-02-08	176.450714285714
2018-09-10	2019-03-12	176.450714285714
2018-09-10	2019-04-08	176.450714285714
2018-09-10	2019-05-09	187.48830455259
2018-09-10	2019-06-10	187.48830455259
2018-09-10	2019-07-08	187.48830455259
2018-09-10	2019-08-08	224.947010869565
2018-09-10	2019-09-09	224.947010869565
2018-09-10	2019-10-08	224.947010869565
2018-09-10	2019-11-08	224.947010869565
2018-09-10	2019-12-09	224.947010869565
2018-09-10	2020-01-09	224.947010869565
2018-09-11	2018-09-11	496.282619047619
2018-09-11	2018-10-08	451.545454545455
2018-09-11	2018-11-09	311.058423142371
2018-09-11	2018-12-10	246.070871714221
2018-09-11	2019-01-09	202.898358208955
2018-09-11	2019-02-08	176.6875
2018-09-11	2019-03-12	171.0625
2018-09-11	2019-04-08	171.0625
2018-09-11	2019-05-09	190.901098901099
2018-09-11	2019-06-10	190.901098901099
2018-09-11	2019-07-08	190.901098901099
2018-09-11	2019-08-08	219.910628019324
2018-09-11	2019-09-09	219.910628019324
2018-09-11	2019-10-08	219.910628019324
2018-09-11	2019-11-08	219.910628019324
2018-09-11	2019-12-09	219.910628019324
2018-09-11	2020-01-09	219.910628019324
2018-09-12	2018-09-12	496.282619047619
2018-09-12	2018-10-08	451.105263157895
2018-09-12	2018-11-09	314.263873159683
2018-09-12	2018-12-10	239.034899328859
2018-09-12	2019-01-09	192.475218373494
2018-09-12	2019-02-08	175
2018-09-12	2019-03-12	167.525423728814
2018-09-12	2019-04-08	167.525423728814
2018-09-12	2019-05-09	183.824175824176
2018-09-12	2019-06-10	183.824175824176
2018-09-12	2019-07-08	183.824175824176
2018-09-13	2018-09-13	496.282619047619
2018-09-13	2018-10-08	454
2018-09-13	2018-11-09	322.283069767442
2018-09-13	2018-12-10	244.461820083682
2018-09-13	2019-01-09	196.435412026726
2018-09-13	2019-02-08	175
2018-09-13	2019-03-12	166.991525423729
2018-09-13	2019-04-08	166.991525423729
2018-09-13	2019-05-09	182.181318681319
2018-09-13	2019-06-10	182.181318681319
2018-09-13	2019-07-08	182.181318681319
2018-09-13	2019-08-08	226.189425918109
2018-09-13	2019-09-09	226.189425918109
2018-09-13	2019-10-08	226.189425918109
2018-09-13	2019-11-08	226.189425918109
2018-09-13	2019-12-09	226.189425918109
2018-09-13	2020-01-09	226.189425918109
2018-09-14	2018-09-14	496.282619047619
2018-09-14	2018-10-08	451.106299212598
2018-09-14	2018-11-09	297.063157894737
2018-09-14	2018-12-10	222.697318007663
2018-09-14	2019-01-09	183.556097560976
2018-09-14	2019-02-08	168.303571428571
2018-09-14	2019-03-12	201.384623609923
2018-09-14	2019-04-08	201.384623609923
2018-09-14	2019-05-09	201.384623609923
2018-09-14	2019-06-10	201.384623609923
2018-09-14	2019-07-08	201.384623609923
2018-09-14	2019-08-08	201.384623609923
2018-09-14	2019-09-09	201.384623609923
2018-09-14	2019-10-08	201.384623609923
2018-09-14	2019-11-08	201.384623609923
2018-09-14	2019-12-09	201.384623609923
2018-09-14	2020-01-09	201.384623609923
2018-09-17	2018-09-17	491.713928571429
2018-09-17	2018-10-08	451.384615384615
2018-09-17	2018-11-09	268.145959409594
2018-09-17	2018-12-10	195.442635658915
2018-09-17	2019-01-09	169.197840375587
2018-09-17	2019-02-08	160.619047619048
2018-09-17	2019-03-12	164.572150715772
2018-09-17	2019-04-08	164.572150715772
2018-09-17	2019-05-09	208.058373205742
2018-09-17	2019-06-10	208.058373205742
2018-09-17	2019-07-08	208.058373205742
2018-09-17	2019-08-08	208.058373205742
2018-09-17	2019-09-09	208.058373205742
2018-09-17	2019-10-08	208.058373205742
2018-09-17	2019-11-08	208.058373205742
2018-09-17	2019-12-09	208.058373205742
2018-09-17	2020-01-09	208.058373205742
2018-09-18	2018-09-18	491.713928571429
2018-09-18	2018-10-08	450.08
2018-09-18	2018-11-09	288.213102119461
2018-09-18	2018-12-10	221.852508361204
2018-09-18	2019-01-09	189.5
2018-09-18	2019-02-08	170
2018-09-18	2019-03-12	160
2018-09-18	2019-04-08	216.774193548387
2018-09-18	2019-05-09	206.890909090909
2018-09-18	2019-06-10	206.890909090909
2018-09-18	2019-07-08	206.890909090909
2018-09-18	2019-08-08	206.890909090909
2018-09-18	2019-09-09	206.890909090909
2018-09-18	2019-10-08	206.890909090909
2018-09-18	2019-11-08	206.890909090909
2018-09-18	2019-12-09	206.890909090909
2018-09-18	2020-01-09	206.890909090909
2018-09-19	2018-09-19	491.713928571429
2018-09-19	2018-10-08	448.836820083682
2018-09-19	2018-11-09	276.712554112554
2018-09-19	2018-12-10	216.745967741935
2018-09-19	2019-01-09	187.298755186722
2018-09-19	2019-02-08	171.5
2018-09-19	2019-03-12	171.5
2018-09-19	2019-04-08	171.5
2018-09-19	2019-05-09	210
2018-09-19	2019-06-10	210
2018-09-19	2019-07-08	210
2018-09-19	2019-08-08	210
2018-09-19	2019-09-09	210
2018-09-19	2019-10-08	210
2018-09-19	2019-11-08	210
2018-09-19	2019-12-09	210
2018-09-19	2020-01-09	210
2018-09-20	2018-09-20	491.713928571429
2018-09-20	2018-10-08	448
2018-09-20	2018-11-09	266.538914549654
2018-09-20	2018-12-10	205.077319587629
2018-09-20	2019-01-09	177.415258855586
